EST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2015-8-16,85,75,64,66,63,61,87,69,51,30.17,30.15,30.12,10,10,10,14,5,16,0.00,0,,105
2015-8-17,88,78,68,70,67,62,84,64,43,30.15,30.10,30.05,10,10,10,10,6,,0.00,0,,150
2015-8-18,89,81,72,73,69,67,84,70,55,30.07,30.02,29.97,10,10,9,12,7,14,T,1,Rain,195
2015-8-19,91,82,73,73,69,63,85,64,43,30.02,29.99,29.94,10,10,10,18,7,22,T,6,,188
2015-8-20,94,85,75,76,73,69,91,70,49,29.98,29.93,29.88,10,9,1,23,6,29,0.52,5,Rain,175
2015-8-21,84,80,75,74,70,64,94,76,58,30.04,29.99,29.92,10,9,1,21,10,28,0.46,5,Rain,350
2015-8-22,83,79,75,67,64,60,67,61,54,30.08,30.05,30.02,10,10,10,17,13,23,0.00,1,,14
2015-8-23,83,77,71,65,60,56,73,58,42,30.03,29.98,29.93,10,10,10,15,7,20,0.00,0,,12
2015-8-24,91,80,68,68,64,60,84,62,40,29.94,29.90,29.86,10,10,10,15,8,19,0.00,1,,194
2015-8-25,84,79,74,70,68,65,79,67,55,29.92,29.89,29.86,10,10,10,17,7,20,0.00,5,,251
2015-8-26,82,77,72,69,66,61,87,72,56,30.04,29.97,29.90,10,10,10,16,9,20,0.00,5,,34
2015-8-27,80,77,73,62,59,54,68,57,45,30.12,30.07,30.01,10,10,10,21,10,24,0.00,3,,38
2015-8-28,82,75,68,62,58,56,73,58,42,30.20,30.16,30.10,10,10,10,15,8,19,0.00,1,,47
2015-8-29,84,74,64,64,60,56,84,62,40,30.23,30.18,30.13,10,10,10,13,4,16,0.00,0,,73
2015-8-30,86,76,66,69,63,56,87,64,40,30.17,30.13,30.10,10,10,10,10,4,13,0.00,0,,140
2015-8-31,80,76,72,70,68,65,93,76,58,30.15,30.10,30.07,10,10,6,12,5,14,0.11,7,Rain,202
2015-9-1,87,80,73,72,70,68,93,74,55,30.10,30.05,30.03,10,10,10,9,4,11,0.00,5,,22
2015-9-2,93,82,71,72,69,65,93,66,39,30.06,30.00,29.94,10,10,2,14,6,20,0.22,2,Rain,222
2015-9-3,89,81,72,70,68,63,87,65,43,29.94,29.90,29.85,10,9,7,9,5,11,0.00,0,,289
2015-9-4,87,81,75,75,71,67,87,69,51,30.07,29.98,29.88,10,8,4,16,8,21,0.00,1,,61
2015-9-5,84,80,75,72,68,65,87,75,62,30.16,30.12,30.06,10,10,8,22,15,28,0.01,6,Rain,51
2015-9-6,79,77,75,72,69,67,87,78,69,30.16,30.14,30.11,10,10,2,18,10,23,0.04,8,Rain,55
2015-9-7,85,78,70,71,68,62,93,72,51,30.16,30.11,30.06,10,10,10,12,4,16,0.00,0,,67
2015-9-8,86,79,72,76,73,70,100,85,70,30.09,30.05,29.98,10,7,1,14,4,16,1.43,3,Rain,104
2015-9-9,92,84,76,75,73,69,94,72,49,30.00,29.94,29.85,10,10,9,18,8,21,T,4,,207
2015-9-10,89,81,72,74,72,68,94,75,55,29.88,29.80,29.69,10,9,2,21,9,29,0.47,5,Rain,219
2015-9-11,82,76,70,71,67,65,93,78,62,29.85,29.79,29.73,10,10,10,13,5,17,0.00,5,,326
2015-9-12,88,79,69,72,68,66,90,72,53,29.83,29.73,29.66,10,8,0,23,10,29,1.01,6,Rain,198
2015-9-13,75,70,65,67,59,50,93,71,49,30.03,29.82,29.71,10,10,10,16,6,20,0.00,5,,315
2015-9-14,76,67,58,53,48,43,72,52,31,30.27,30.18,30.04,10,10,10,14,5,18,0.00,0,,291
2015-9-15,81,69,56,56,52,45,93,61,28,30.38,30.33,30.27,10,10,10,9,4,12,0.00,0,,101
2015-9-16,80,70,60,60,57,54,90,66,42,30.36,30.31,30.25,10,10,10,10,4,13,0.00,0,,81
2015-9-17,79,71,63,65,63,60,87,74,60,30.24,30.17,30.09,10,10,10,12,3,15,0.00,1,,33
2015-9-18,80,72,63,69,65,61,93,76,58,30.07,30.02,29.97,10,8,1,15,4,18,0.00,0,,53
2015-9-19,84,77,69,71,69,67,100,79,58,29.98,29.93,29.88,10,8,0,14,5,21,0.00,0,Fog,77
2015-9-20,80,74,68,71,67,64,97,82,67,30.01,29.92,29.86,10,7,0,22,10,29,T,4,Fog-Rain,10
2015-9-21,80,76,72,68,65,61,79,72,64,30.08,30.03,29.97,10,10,9,25,14,33,T,7,Rain,48
2015-9-22,76,74,71,68,66,63,84,76,68,30.12,30.09,30.06,10,10,8,26,19,33,T,8,Rain,32
2015-9-23,76,73,69,67,63,60,84,74,64,30.17,30.13,30.10,10,10,10,25,18,31,0.00,6,,33
2015-9-24,77,73,69,63,61,59,78,67,56,30.20,30.16,30.12,10,10,10,26,17,33,0.00,4,,45
2015-9-25,76,74,72,68,65,61,84,74,64,30.17,30.15,30.12,10,10,6,24,17,34,0.05,7,Rain,62
2015-9-26,74,71,67,68,65,60,84,76,68,30.24,30.20,30.13,10,8,2,26,19,36,0.38,8,Rain,60
2015-9-27,78,75,72,70,68,63,87,80,73,30.23,30.19,30.16,10,10,8,23,14,31,0.00,8,,67
2015-9-28,80,77,73,72,70,69,87,81,74,30.16,30.09,30.03,10,10,9,14,9,24,0.00,7,,67
2015-9-29,83,79,74,74,73,71,94,82,69,30.03,29.90,29.79,10,9,2,18,10,26,0.09,7,Rain,117
2015-9-30,82,77,71,75,73,68,94,84,74,29.84,29.77,29.73,10,8,0,18,9,26,1.72,7,Rain,217
2015-10-1,71,69,66,69,65,61,93,87,81,29.90,29.86,29.79,10,5,1,35,20,42,0.70,8,Rain,15
2015-10-2,67,66,64,64,63,61,93,90,87,29.89,29.87,29.83,10,5,1,32,28,46,2.13,8,Rain,29
2015-10-3,77,73,68,71,69,67,97,83,69,29.95,29.89,29.83,10,8,6,28,16,41,0.07,8,Rain,62
2015-10-4,71,68,64,67,64,62,93,87,81,30.00,29.96,29.92,10,8,4,36,26,47,T,8,Rain,47
2015-10-5,67,65,62,62,58,54,93,78,63,30.05,30.02,29.97,10,9,4,36,23,44,T,7,Rain,30
2015-10-6,68,63,58,57,55,53,86,73,59,30.03,30.00,29.98,10,10,10,24,13,29,0.00,4,,18
2015-10-7,73,65,56,61,57,53,93,75,57,30.07,30.02,29.97,10,10,10,14,4,18,0.00,0,,5
2015-10-8,76,67,58,62,57,53,93,70,46,30.14,30.11,30.07,10,10,10,10,4,14,0.00,0,,136
2015-10-9,82,72,62,62,60,58,90,69,47,30.10,30.01,29.91,10,10,10,24,13,29,0.00,1,,212
2015-10-10,70,66,61,62,55,51,81,74,67,30.10,30.04,29.96,10,10,10,24,14,28,T,7,Rain,28
2015-10-11,68,62,56,56,54,53,86,75,63,30.01,29.96,29.91,10,10,10,20,9,24,0.00,6,,20
2015-10-12,73,64,55,60,56,52,93,75,57,29.91,29.84,29.74,10,10,10,10,5,13,0.00,3,,49
2015-10-13,77,70,62,61,59,57,90,70,50,29.74,29.68,29.62,10,10,10,25,13,33,0.00,2,,217
2015-10-14,73,66,59,61,53,48,78,61,44,29.94,29.83,29.74,10,10,10,17,6,23,0.00,2,,16
2015-10-15,70,61,52,50,48,41,77,60,43,30.09,30.04,29.95,10,10,10,14,6,18,0.00,1,,8
2015-10-16,63,56,48,53,48,45,93,77,60,30.14,30.07,30.02,10,10,7,14,5,16,0.04,3,Rain,250
2015-10-17,66,56,46,52,44,33,93,68,43,30.28,30.16,30.11,10,7,1,23,8,33,0.00,2,,295
2015-10-18,56,51,46,32,29,23,58,44,29,30.43,30.34,30.27,10,10,10,21,10,29,0.00,1,,337
2015-10-19,54,47,40,36,33,26,73,54,35,30.52,30.46,30.41,10,10,10,18,8,26,0.00,3,,6
2015-10-20,69,54,38,41,36,32,85,55,25,30.42,30.37,30.30,10,10,10,14,8,21,0.00,0,,209
2015-10-21,76,61,45,53,46,38,93,63,32,30.38,30.33,30.29,10,10,10,13,5,15,0.00,0,,209
2015-10-22,79,66,52,56,49,44,93,62,31,30.32,30.24,30.18,10,10,10,15,7,19,0.00,0,,213
2015-10-23,70,62,53,57,51,46,93,71,48,30.27,30.19,30.12,10,10,10,18,8,21,0.00,1,,50
2015-10-24,67,60,53,50,48,45,83,68,52,30.31,30.26,30.20,10,10,10,15,7,23,0.00,0,,67
2015-10-25,73,63,53,58,54,50,89,71,53,30.22,30.15,30.08,10,10,10,20,7,27,0.00,4,,271
2015-10-26,63,59,55,50,46,41,72,65,57,30.41,30.35,30.23,10,10,10,23,16,29,0.00,4,,26
2015-10-27,65,62,58,60,54,48,87,76,64,30.41,30.34,30.24,10,10,7,18,12,25,0.06,7,Rain,54
2015-10-28,78,72,65,68,66,61,90,80,69,30.21,29.93,29.74,10,9,2,23,13,31,0.10,7,Rain,152
2015-10-29,78,72,65,67,61,54,93,68,43,29.83,29.74,29.68,10,10,9,26,9,31,0.01,4,Rain,237
2015-10-30,66,60,54,55,45,39,78,61,43,30.13,29.99,29.84,10,10,10,20,10,24,0.00,1,,5
2015-10-31,62,58,53,46,43,40,77,62,46,30.24,30.17,30.10,10,10,10,10,5,14,0.00,1,,43
2015-11-1,70,63,55,62,54,47,87,77,67,30.09,30.04,30.00,10,10,8,15,8,17,0.01,4,Rain,212
2015-11-2,65,63,61,62,60,57,100,94,87,30.13,30.07,30.04,10,5,2,13,6,16,0.74,7,Rain,47
2015-11-3,69,62,55,58,56,54,93,80,67,30.25,30.19,30.10,10,9,2,14,6,16,0.00,3,,35
2015-11-4,68,63,58,63,59,55,93,86,78,30.32,30.28,30.25,10,8,2,13,5,15,0.03,7,Rain,31
2015-11-5,71,68,64,66,64,62,93,89,84,30.29,30.21,30.15,10,5,1,7,2,9,0.08,6,Rain,29
2015-11-6,81,73,65,66,65,63,100,79,58,30.17,30.11,30.02,10,7,1,22,13,27,0.00,6,,226
2015-11-7,74,65,55,67,62,46,93,81,69,30.21,30.07,30.00,10,8,0,21,9,28,0.95,7,Fog-Rain,308
2015-11-8,60,57,53,44,39,34,61,51,40,30.42,30.36,30.22,10,10,10,24,13,33,0.00,2,,26
2015-11-9,69,62,55,66,57,45,93,80,66,30.40,30.25,30.02,10,8,2,20,13,27,0.92,7,Rain,75
2015-11-10,73,66,58,68,64,53,97,88,78,30.00,29.89,29.81,10,8,2,18,7,27,0.25,8,Rain,241
2015-11-11,65,58,51,54,50,46,89,71,52,30.01,29.94,29.86,10,10,8,15,6,23,0.00,1,,294
2015-11-12,74,62,50,58,51,48,93,67,41,29.98,29.82,29.65,10,10,10,23,11,29,0.00,0,,211
2015-11-13,68,61,54,46,34,19,52,38,24,30.03,29.87,29.77,10,10,10,15,8,23,0.00,0,,268
2015-11-14,57,49,41,34,25,15,70,47,24,30.36,30.22,30.05,10,10,10,14,6,21,0.00,0,,314
2015-11-15,64,52,39,41,31,23,83,52,21,30.45,30.38,30.34,10,10,10,14,7,18,0.00,0,,242
2015-11-16,68,54,39,40,34,24,83,52,20,30.34,30.30,30.25,10,10,10,9,4,10,0.00,0,,222
2015-11-17,67,55,42,55,49,39,89,73,57,30.41,30.35,30.27,10,10,10,17,8,24,T,1,,68
2015-11-18,70,65,59,59,56,54,84,71,57,30.37,30.31,30.19,10,9,5,21,9,30,0.04,5,Rain,126
2015-11-19,69,66,62,64,62,56,93,83,73,30.18,30.05,29.97,10,9,2,23,11,30,0.20,7,Rain,181
2015-11-20,67,60,52,64,43,23,93,60,27,30.23,30.12,29.99,10,10,6,25,13,35,0.01,3,Rain,355
2015-11-21,60,55,49,50,41,23,93,63,33,30.22,30.11,29.94,10,10,9,23,9,28,0.00,1,,31
2015-11-22,56,49,42,52,40,26,89,69,49,29.99,29.94,29.91,10,8,3,26,13,34,0.71,7,Rain,339
2015-11-23,44,39,34,25,19,14,54,43,32,30.32,30.17,30.00,10,10,10,17,9,28,0.00,0,,318
2015-11-24,56,43,29,33,25,19,75,50,24,30.51,30.40,30.32,10,10,10,10,3,13,0.00,0,,212
2015-11-25,57,45,32,45,37,28,89,70,51,30.71,30.65,30.52,10,10,10,13,5,17,0.00,0,,62
2015-11-26,67,54,41,55,46,40,93,76,58,30.76,30.70,30.60,10,5,0,10,4,12,0.00,0,Fog,41
2015-11-27,64,56,48,56,49,46,100,89,78,30.60,30.46,30.32,10,3,0,8,3,9,0.00,1,Fog,2
2015-11-28,70,58,46,54,48,45,100,77,53,30.30,30.23,30.14,10,5,0,10,5,14,0.00,0,Fog,222
2015-11-29,60,55,50,55,52,48,96,86,75,30.23,30.16,30.12,10,6,0,17,8,21,T,7,Fog-Rain,27
2015-11-30,54,52,49,52,50,46,96,91,86,30.27,30.22,30.14,9,3,1,16,10,21,0.68,8,Rain,352
2015-12-1,57,53,49,55,51,47,100,90,80,30.14,30.09,30.03,10,6,1,10,4,12,0.09,6,Rain,231
2015-12-2,66,61,56,62,57,54,100,89,78,30.04,29.89,29.72,10,4,0,18,10,26,0.01,7,Fog-Rain,205
2015-12-3,64,55,45,58,35,22,78,54,30,30.38,30.07,29.76,10,10,10,18,10,28,0.00,3,,335
2015-12-4,52,45,38,38,34,30,85,68,50,30.59,30.49,30.38,10,10,8,15,5,19,0.00,0,,1
2015-12-5,55,51,46,42,39,34,77,67,56,30.67,30.63,30.58,10,10,8,15,11,,0.00,2,,18
2015-12-6,56,49,41,44,41,37,92,76,59,30.56,30.43,30.29,10,7,1,13,4,16,0.00,2,,13
2015-12-7,55,49,42,50,44,39,100,90,80,30.28,30.18,30.09,10,4,0,10,2,13,0.42,5,Fog-Rain,258
2015-12-8,54,46,38,43,39,36,96,75,54,30.17,30.12,30.07,10,6,0,9,4,13,0.00,0,Fog,356
2015-12-9,63,50,36,48,41,33,93,71,48,30.17,30.09,29.99,10,9,3,17,7,22,T,2,,189
2015-12-10,66,57,47,52,48,44,93,73,52,30.03,29.99,29.94,10,8,2,12,5,16,0.04,1,Rain,218
2015-12-11,71,59,47,52,49,43,86,67,47,30.10,30.01,29.95,10,10,9,17,10,21,0.00,1,,218
2015-12-12,77,64,51,58,54,49,93,70,46,30.21,30.16,30.11,10,8,2,13,8,17,0.00,0,,224
2015-12-13,74,64,54,59,56,52,93,75,57,30.22,30.16,30.09,10,8,4,10,7,14,0.00,0,,214
2015-12-14,77,69,60,67,62,57,93,74,54,30.07,29.82,29.59,10,10,5,26,14,33,0.01,6,Rain,195
2015-12-15,70,62,53,65,52,45,83,62,40,29.96,29.73,29.57,10,10,10,26,9,36,0.00,1,,269
2015-12-16,57,53,49,50,44,40,89,75,61,30.12,30.06,29.96,10,10,10,16,8,21,0.00,0,,54
2015-12-17,70,62,54,66,59,50,93,86,78,30.00,29.81,29.69,10,9,2,17,7,26,0.60,6,Rain,186
2015-12-18,60,51,42,57,45,25,93,76,58,30.07,29.82,29.71,10,9,2,24,7,31,0.41,7,Rain,340
2015-12-19,46,40,33,22,18,13,56,43,30,30.44,30.30,30.10,10,10,10,18,9,28,0.00,0,,258
2015-12-20,49,40,30,34,29,23,85,66,46,30.61,30.53,30.45,10,10,10,10,4,14,0.00,0,,102
2015-12-21,66,53,39,54,45,34,83,69,55,30.48,30.33,30.17,10,10,10,16,6,20,0.00,1,,202
2015-12-22,68,61,54,63,58,52,90,85,80,30.15,30.08,29.98,10,9,2,29,8,37,0.17,4,Rain,193
2015-12-23,74,67,59,69,62,57,97,88,79,30.12,30.05,29.93,10,5,0,30,11,43,0.34,7,Fog-Rain,151
2015-12-24,82,75,68,70,67,63,90,76,62,30.19,30.10,29.99,10,10,7,28,16,39,0.01,6,Rain,203
2015-12-25,79,73,66,68,66,63,90,77,64,30.24,30.20,30.14,10,10,10,18,10,23,T,4,,218
2015-12-26,69,63,57,65,58,55,100,92,84,30.36,30.29,30.20,10,2,0,14,6,16,T,7,Fog,32
2015-12-27,76,67,57,65,61,56,100,80,60,30.25,30.11,29.98,10,5,0,26,12,34,0.00,5,Fog,220
2015-12-28,70,61,51,63,51,44,93,80,66,30.31,30.20,30.03,10,7,1,24,15,31,0.07,8,Rain,49
2015-12-29,79,68,57,69,63,56,100,82,64,30.14,30.01,29.95,10,9,1,25,10,32,0.16,7,Rain,192
2015-12-30,66,62,57,62,59,55,100,94,87,30.23,30.16,30.07,10,5,0,21,7,27,0.74,8,Fog-Rain,114
2015-12-31,66,59,52,62,53,49,93,88,83,30.15,30.10,30.03,10,7,2,16,7,21,0.30,8,Rain,23
